id,original_title,tags,vote_average,release_date
43266,How Green Was My Valley,"How Green Was My Valley At the turn of the century in a Welsh mining village, the Morgans (he stern, she gentle) raise coal-mining sons and hope their youngest will find a better life. Lots of atmosphere, very sentimental view of pre-union miners' lives. The film is based on the 1939 Richard Llewellyn novel of the same name. Drama wales rural setting coal mining",6.8,1941-10-28
278316,Da Sweet Blood of Jesus,Da Sweet Blood of Jesus A movie about human beings who are addicted to blood. Thriller Comedy Romance ,4.1,2014-06-22
1412,"Sex, Lies, and Videotape","Sex, Lies, and Videotape A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything. Drama sexual obsession sex sexuality camcorder spanner orgasm videoband longing safe sex interview voyeurism",6.7,1989-08-18
176,Saw,"Saw Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying... Horror Mystery Crime shotgun based on short film sadist pistol chained bludgeoning game of death",7.2,2004-10-01
39939,Super Troopers,"Super Troopers Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory. Comedy Crime Mystery alcohol radio police chief highway cops broken lizard marijuana drug humor police corruption aftercreditsstinger duringcreditsstinger shenanigans",6.6,2001-01-18
357834,The Algerian,"The Algerian The Algerian is an international political thriller about the colliding worlds of the Middle East and America. It follows Ali (Ben Youcef) across the world from Algeria to New York, Las Vegas and Los Angeles as it reveals he is a sleeper cell part of an international plot.  ",0.0,2015-08-07
215924,Los insólitos peces gato,"Los insólitos peces gato Young Claudia works in a supermarket where she promotes various types of products. One night, she ends up in the emergency room with severe appendicitis and meets Martha, a patient, laying in the bed next to hers. Comedy Drama woman director",5.7,2013-08-10
480,Monsoon Wedding,Monsoon Wedding From an exciting Indian wedding comes a relationship from two different times not only showing the modern but also the traditional. Different characters and stories interact with each other in director Mira Nair film where she used an Indian-American production to illustrate these themes modern day Indians are very familiar with. Comedy Drama Romance child abuse adultery arranged marriage bollywood wedding woman director wedding arranger class system,6.8,2001-08-30
14295,You Can Count on Me,"You Can Count on Me A single mother's life is thrown into turmoil after her struggling, rarely-seen younger brother returns to town. Drama Romance independent film",6.8,2000-11-17
11219,The Trouble with Harry,"The Trouble with Harry Trouble erupts in a small, quiet New England town when a man's body is found in the woods. The problem is that almost everyone in town thinks that they had something to do with his death. Comedy Mystery Thriller small town chase wife leave murder suspense female corpse",6.9,1955-10-03
20770,But I'm a Cheerleader,"But I'm a Cheerleader Megan is an all-American girl. A cheerleader. She has a boyfriend. But Megan doesn't like kissing her boyfriend very much. And she's pretty touchy with her cheerleader friends. Her conservative parents worry that she must be a lesbian and send her off to ""sexual redirection"" school, where she must learn how to be straight. Comedy coming out cheerleader homosexuality independent film lesbian lesbian interest woman director",6.5,1999-09-12
176124,Home Run,"Home Run A pro ball player with a substance abuse problem is forced into rehab in his hometown, finding new hope when he gets honest about his checkered past, and takes on coaching duties for a misfit Little League team Drama baseball",6.3,2013-04-19
500,Reservoir Dogs,"Reservoir Dogs A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel. Crime Thriller traitor jewelry psychopath thief heist betrayal mystery escape gang plan gone wrong warehouse ensemble cast all male cast told in flashback heist gone wrong foreshadowing rendezvous iconic set in one room uneasy alliance rag tag group",8.0,1992-09-02
60400,The Blue Bird,"The Blue Bird Set in mid-Europe sometime in the late 18th century where Mytyl (Shirley Temple), the bratty daughter of a woodcutter (Russell Hicks), finds a unique bird in the Royal Forest and selfishly refuses to give it to her sick friend. That night, she is visited in a dream by a fairy named Berylune (Jessie Ralph ) who sends her and her brother Tyltyl (Johnny Russell) to search for the Blue Bird of Happiness. To accompany them, the fairy magically transforms their dog Tylo (Eddie Collins), cat Tylette (Gale Sondergaard), and lantern (""Light"") into human form. The children have a number of adventures. The dream journey makes Mytyl awake as a kinder and gentler girl who has learned to appreciate all the comforts and joys of her home and family. Drama Family Fantasy bird",6.4,1940-01-19
429,"Il buono, il brutto, il cattivo","Il buono, il brutto, il cattivo While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold. Western bounty hunter refugee gold anti hero gallows hitman army outlaw shootout moral ambiguity spaghetti western",8.1,1966-12-23
310569,Que Horas Ela Volta?,"Que Horas Ela Volta? After leaving her daughter Jessica in a small town in Pernambuco to be raised by relatives, Val spends the next 13 years working as a nanny to Fabinho in São Paulo. She has financial stability but has to live with the guilt of having not raised Jessica herself. As Fabinho’s university entrance exams approach, Jessica reappears in her life and seems to want to give her mother a second chance. However Jessica has not been raised to be a servant and her very existence will turn Val’s routine on its head. With precision and humour, Anna Muylaert turns her eye on the subtle and powerful forces that keep rigid class structures in place and how the youth may just be the ones to shake it all up. Drama brazilian brazil pool mother daughter relationship architecture class differences housekeeper woman director",7.8,2015-02-08
98369,Blue Like Jazz,Blue Like Jazz A young man must find his own way as his Southern Baptist roots don't seem to be acceptable at his new liberal arts college. Drama Comedy book store,5.8,2012-04-13
114065,Down & Out With The Dolls,"Down & Out With The Dolls The raunchy, spunky tale of the rise and fall of an all-girl rock band from Portland, Oregon. Comedy Music ",0.0,2003-03-20
89750,"Pink Ribbons, Inc.","Pink Ribbons, Inc. Breast cancer has become the poster child of corporate cause-related marketing campaigns. Countless women and men walk, bike, climb and shop for the cure. Each year, millions of dollars are raised in the name of breast cancer, but where does this money go and what does it actually achieve? Pink Ribbons, Inc. is a feature documentary that shows how the devastating reality of breast cancer, which marketing experts have labeled a ""dream cause,"" becomes obfuscated by a shiny, pink story of success. Documentary marketing breast cancer corporatism woman director",6.8,2011-09-11
49951,Certifiably Jonathan,"Certifiably Jonathan A famous comedian and artist wants to display his work at an art museum. Just when he thinks he's lost his touch, a series of famous comedians drop by to help him rekindle his artistic and comedic spark. Comedy ",0.0,2007-03-01
86331,Q,"Q In a social context deteriorated by a countrywide economic crisis, the life of several people will be turned upside down after they meet Cecile, a character who symbolizes desire. Drama Romance france female nudity sex sexuality love sexual fantasy romance unfaithfulness unsimulated sex prostitution female homosexuality couple desire lesbian sex explicit sex economic crisis sexual disorder erotic movie",4.1,2011-09-14
355629,La Navaja De Don Juan,"La Navaja De Don Juan The fate of an arm-wrestling match leads two rival brothers on an adventure through the streets of Lima, Peru. Armed with the spoils of victory, the boys must navigate many obstacles that stand in the way of their goal: a house party on the other side of the tracks and the hope of lost virginity. Drama Comedy peru",0.0,2013-10-27
16433,Grand Theft Parsons,"Grand Theft Parsons There are times when it's right and proper to simply bury the dead. This is not one of those times... Gram Parsons was one of the most influential musicians of his time; a bitter, brilliant, genius who knew Elvis, tripped with the Stones and fatally overdosed on morphine and tequila in 1973. And from his dying came a story. A story from deep within folklore; a story of friendship, honour and adventure; a story so extraordinary that if it didn't really happen, no one would believe it. Two men, a hearse, a dead rock star, five gallons of petrol, and a promise. And the most extraordinary chase of modern times. Crime Comedy Drama Adventure 1970s rock star chase musician independent film",6.0,2003-06-18
15544,Extreme Movie,Extreme Movie A sketch comedy movie about the joys and embarrassments of teen sex. But mostly the embarrassments. Comedy ,3.9,2008-12-05
43884,The Charge of the Light Brigade,"The Charge of the Light Brigade Major Vickers is an Officer in the 27th Lancers in India in 1856. Whilst the regiment is out on manoeuvres, the barracks are attacked by Surat Khan and his soldiers who massacre British women and children. This leaves an inextinguishable memory and Vickers promises to avenge the dead. Action Adventure Drama War ambush british army fort invasion attack heroism massacre india cavalry tragic death epic battle crimea fiancée brothers brothers love same woman the light brigade horses british lancers society ball",6.8,1936-10-20
107315,Below Zero,"Below Zero When Jack (Edward Furlong) is in danger of missing a deadline, his manager orders him to take whatever measures are needed to complete his screenplay. Jack locks himself in a slaughterhouse freezer but discovers that his inner demons are keeping him company. Despite the cold, Jack's imagination is red-hot as he concocts the story of Frank (Furlong), a tow truck driver who's locked in a fridge with the dying victim of a serial killer. Thriller Horror screenwriter",4.4,2011-10-22
137955,Crowsnest,"Crowsnest In late summer of 2011, five young friends on a road trip went missing after being attacked by nomadic cannibals in a huge RV. Video was recorded by the victims &amp; recovered by police as evidence in their still-unsolved murders.  ",4.8,2012-01-01
13064,Airborne,"Airborne Mitchell Goosen is sixteen/seventeen year old kid from California who loves to surf and roller blade. Yet, his parents, who are two zoologists were given a grant to work in Australia. The only problem was: Mitchell couldn't go with them. So, he gets sent to stay with his aunt, uncle, and cousin in Cincinnati, Ohio. When he arrives, he meets his cousin who is also his new roommate for the next six months: Wiley. Mitchell then goes to school and gets on the bad side the high school hockey players. Mitchell and Wiley end up enduring weeks of torture from the guys. Then, the big guys and Mitchell and Wiley have to learn to get along to try to beat the Central High School rivals in a competition down Devil's Backbone Action Adventure Comedy sport rollerblade",6.1,1993-09-17
59917,Cotton Comes to Harlem,Cotton Comes to Harlem The Charismatic black nationalist leader Rev Deke O'Malley is trying to sell the people of Harlem a dream. Invest $100 in his company and live in Africa. But cops Gravedigger and Coffin know all about Deke and his fraudulent schemes that take advantage of the poor and the ignorant and can't wait for a chance to expose him. Action Adventure blaxploitation,6.7,1970-05-27
157422,The Wicked Within,"The Wicked Within After a year passes since the sudden death of a child, a family gathering takes place whilst unexplainable events occur. Tension over peculiar circumstances cracks the veneer of cordiality and dark secrets emerge. Horror ",4.2,2015-10-16
310933,Bleeding Hearts,"Bleeding Hearts Captured Hearts, an insane serial killer/horror film, is a heart-jumping, heart-crushing - truly demented - roller coaster ride of mystery, violence, sex and gore. With a raging, climatic twist, all hearts end up in one place. And it's not where they're supposed to be. Horror ",2.0,2013-06-01
7553,Waiting...,"Waiting... Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics. Comedy decision waiter hostess trainee gross out employer employee relationship speaking german glass pipe screaming",6.2,2005-10-07
12877,Dead Man's Shoes,Dead Man's Shoes A soldier returns home to his small town and exacts a deadly revenge on the thugs who tormented his dimwitted brother while he was away. Drama Thriller Crime rage and hate brother revenge punishment home movie footage,7.2,2004-09-29
39895,From a Whisper to a Scream,"From a Whisper to a Scream The uncle of an executed murderess relates four stories of his hometown, Oldfield, to a reporter. In the first, an elderly man pursues a romance with a younger woman, even to the grave and beyond. In the second, a wounded man on the run from creditors is rescued by a backwoods hermit who holds the secret to eternal life. In the third, a glass-eating carny pays the ultimate price for looking for love on the outside. And in the fourth, a group of Civil War soldiers are held captive by a household of orphans with strange intentions for them. Comedy Horror civil war narration voodoo necrophilia anthology librarian freak show",6.8,1987-09-25
102840,Sex With Strangers,"Sex With Strangers For some married couples, sex is an obsession that overwhelms their belief in strict monogamy. The ability to act out their sexual fantasies is more important than upholding any convention of love or marriage. Sex with Strangers paints an authentically intimate portrait of three such couples, from the euphoria of fantasies fulfilled to the desperation of splintering relationships, showing how their lives are profoundly affected by the lifestyle they lead. James and Theresa, a couple in their thirties, use their motor home as a pleasure palace travelling from club to club seducing couples wherever they go. Calvin and Sarah are thinking about getting married when they meet Julie, who doesn't swing, and isn't bisexual - until she falls for Calvin. Psychodrama almost displaces sex for Shannon and Gerard, who are passionate about swinging, even as they question whether the lifestyle is really for them... Documentary ",5.0,2002-02-22
55616,Dracula: Pages from a Virgin's Diary,"Dracula: Pages from a Virgin's Diary A ballet rendition of Bram Stoker's gothic novel DRACULA, presented in a style reminiscent of the silent expressionistic cinema of the early 20th Century. This work employs the subtle and sometimes bold use of color to emphasize its themes, but mainly is presented in black-and-white, or tinted in monochrome. No spoken dialogue can be heard, and the story of a sinister but intriguing immigrant who preys upon young English women unfolds through dance, pantomime and subtitles. Horror dracula independent film",6.9,2002-02-28
29697,Faith Like Potatoes,"Faith Like Potatoes Frank Rautenbach leads a strong cast as Angus Buchan, a Zambian farmer of Scottish heritage, who leaves his farm in the midst of political unrest and racially charged land reclaims and travels south with his family to start a better life in KwaZulu Natal,South Africa. Drama christian film food",6.0,2006-10-27
50037,Beyond the Black Rainbow,"Beyond the Black Rainbow Deep within the mysterious Arboria Institute, a disturbed and beautiful girl is held captive by a doctor in search of inner peace. Her mind controlled by a sinister technology. Silently, she waits for her next session with deranged therapist Dr. Barry Nyle. If she hopes to escape, she must journey through the darkest reaches of The Institute, but Nyle wonʼt easily part with his most gifted and dangerous creation. Fantasy Science Fiction Horror commune suspense mad doctor captive drugged aftercreditsstinger",5.7,2010-12-03
94329,Serbuan maut,"Serbuan maut Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais. Action Thriller Crime crime boss tenement high rise monitor tower block jakarta indonesia swat swat team",7.3,2011-09-08
53502,The Dead Undead,The Dead Undead Good Vampires battle Zombie Vampires while trying to hide their own identity and prevent the infection from spreading. Horror Science Fiction Action vampire zombie vanity project mad cow disease,3.1,2010-05-13
202604,The Vatican Exorcisms,The Vatican Exorcisms Documentary following US film-maker Joe Marino as he heads to Italy to investigate exorcisms and the truth behind rumors of demonic possession. Horror Documentary Mystery exorcism,4.4,2013-05-29
289,Casablanca,"Casablanca In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications. Drama Romance love triangle corruption spy resistance casablanca emigration visa patriotism nationalism concentration camp nazis war melodrama film noir",7.9,1942-11-26
27374,Lake Mungo,"Lake Mungo 16 year old Alice Palmer drowns in a local dam. When her body is recovered and, her grieving family buries her. The family experiences a series of strange, inexplicable events centered in and around their home. Unsettled, the Palmers seek the help of psychic and parapsychologist, Ray Kemeny. Ray discovers that Alice led a secret, double life. At Lake Mungo, Alice's secret past emerges. Horror Thriller supernatural drama",6.1,2008-06-17
26815,Rocket Singh: Salesman of the Year,"Rocket Singh: Salesman of the Year Rocket Singh - Salesman of the Year is the sometimes thoughtless, sometimes thoughtful story of a fresh graduate trying to find a balance between the maddening demands of the 'professional' way, and the way of his heart - and stumbling upon a crazy way which turned his world upside down, and his career right side up. Welcome to the world of sales boss! Drama Comedy Romance ambition bollywood business india struggling career",7.0,2009-12-11
811,Silent Running,"Silent Running In a future Earth barren of all flora and fauna, the planet's ecosystems exist only in large pods attached to spacecraft. When word comes in that the pods are to be jettisoned into space and destroyed so that the spacecraft can be reused for commercial purposes, most of the crew of the Valley Forge rejoice at the prospect of going home. Not so for botanist Freeman Lowell who loves the forest and its creatures, so decides to take matters into his own hands to protect what he loves. Adventure Drama Science Fiction space marine sunlight plants space travel saturn biotope greenhouse dystopia space food robot space station",6.3,1972-03-09
1366,Rocky,"Rocky When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break. Drama underdog philadelphia transporter italo-american fight love of one's life publicity boxer independence boxing match training lovers surprise world champion amateur victory",7.5,1976-11-21
244776,The Sleepwalker,"The Sleepwalker A young couple, Kaia and Andrew, are renovating Kaia's secluded family estate. Their lives are violently interrupted when unexpected guests arrive. The Sleepwalker chronicles the unraveling of the lives of four disparate characters as it transcends genre conventions and narrative contrivance to reveal something much more disturbing. Drama woman director young couple secluded family estate",4.1,2014-01-20
5769,Tom Jones,Tom Jones Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love? Adventure Comedy History Romance from rags to riches tutor squire,6.1,1963-10-06
277685,Unfriended,"Unfriended While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. A first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead. Told entirely from a young girl's computer desktop, Unfriended redefines 'found footage' for a new generation of teens. Horror Thriller computer bullying revenge internet teenager violence internet chat humiliation death extramarital affair vengeful ghost computer screen ghost one night found footage skype facebook blender",5.5,2015-04-17
103,Taxi Driver,"Taxi Driver A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process. Crime Drama vietnam veteran taxi obsession drug dealer night shift vigilante alienation misanthrope shot to death illegal prostitution loner",8.0,1976-02-07
11298,The Howling,"The Howling After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem. Drama Horror insane asylum werewolf newswoman",6.4,1981-04-03
646,Dr. No,"Dr. No In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters. Adventure Action Thriller london england england assassination spy casino exotic island card game space marine intelligence jamaica secret base secret mission baccarat secret organization secret intelligence service nuclear radiation villain secret agent atomic reactor",6.9,1962-10-04
93856,Chernobyl Diaries,"Chernobyl Diaries A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide'. Ignoring warnings, he takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone. Horror Thriller radiation ukraine nuclear radiation tourist nuclear power plant stranded deserted town pripyat",4.9,2012-05-24
9003,Hellraiser,"Hellraiser Larry and his wife, Julia move into an old house and discover a hideous creature - the man's half-brother, who is also the woman's former lover - hiding upstairs. Having lost his earthly body to a trio of S&amp;M demons, the Cenobites, Frank, is brought back into existence by a drop of blood on the floor. He soon forces his former mistress to bring him his necessary human sacrifices to complete his body... but the Cenobites won't be happy about this. Horror underworld seduction supernatural pinhead revenge undead demon puzzle box attic cenobites body horror",6.9,1987-09-11
347126,God's Not Dead 2,"God's Not Dead 2 When a high school teacher is asked a question in class about Jesus, her reasoned response lands her in deep trouble and could expel God from the public square once and for all. Drama christian",5.7,2016-04-01
10092,Cry_Wolf,"Cry_Wolf Eight unsuspecting high school seniors at a posh boarding school, who delight themselves on playing games of lies, come face-to-face with terror and learn that nobody believes a liar - even when they're telling the truth. Horror Thriller murder serial killer student rumor",5.6,2005-09-16
10643,Gojira ni-sen mireniamu,Gojira ni-sen mireniamu Godzilla saves Tokyo from a flying saucer that transforms into the beast Orga. Adventure Horror Action Science Fiction japan monster flying saucer godzilla city kaiju,5.9,1999-12-11
46705,Blue Valentine,"Blue Valentine Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage. Drama Romance dancing nurse depression classroom bridge marriage truck love dysfunctional family children",6.9,2010-12-27
546,Transamerica,Transamerica Bree is about to get a sex change operation that will finally allow her to actually be what she’s already been in her mind for a long time: a transitioned woman. Yet before this happens she suddenly runs into her son who ends up coming for the trip across the United States. Drama individual gay new york usa missionary father son relationship sexual identity transsexuality runaway sexual abuse waitress parents kids relationship drug addiction cocaine women's sexual identity hustler new identity motel therapist porn actor road trip independent film los angeles transgender stolen cars hitchhike,6.9,2005-12-23
76487,The Devil Inside,"The Devil Inside In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism. Thriller Horror rome exorcism death demonic possession found footage",4.6,2012-01-06
5722,Beyond the Valley of the Dolls,Beyond the Valley of the Dolls A hip and happenin' all girl rock group head to LA to claim lead-singer Kelly's inheritance and make it (and make it) in LA. Soon the girls fall into a morass of drugs and deceit as their recording success soars. It takes several tragedies to make them stop and think... but is it too late? Comedy Drama Thriller pop pop star musical,6.6,1970-07-17
39833,Love Me Tender,Love Me Tender Elvis Prestley's first film is a Civil War drama. Drama Action Western Music Romance civil war,5.5,1956-11-15
1781,An Inconvenient Truth,An Inconvenient Truth A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide. Documentary climate change greenhouse effect climate earth global warming politics truth crisis nature environment science audience,6.7,2006-01-24
18712,Sands of Iwo Jima,"Sands of Iwo Jima The relationship between Sergeant Stryker and a group of rebellious recruits is made difficult by the Sergeant's tough training tactics. At Tarawa, the leathernecks have a chance to see Stryker in action, and begin to appreciate him. Action Drama History War sergeant iwo jima",6.2,1949-12-14
7944,Shine a Light,"Shine a Light Martin Scorsese and the Rolling Stones unite in ""Shine A Light,"" a look at The Rolling Stones."" Scorsese filmed the Stones over a two-day period at the intimate Beacon Theater in New York City in fall 2006. Cinematographers capture the raw energy of the legendary band. Documentary Music new york film director legend song public rolling stones rock guest music video music concert theatre milieu performance",7.2,2008-02-07
171424,The Green Inferno,"The Green Inferno A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished. Action Adventure Horror Thriller chile gore jungle extreme violence cannibal south america",5.0,2014-09-04
361475,Departure,"Departure An English mother and her teenage son spend a week preparing the sale of their remote holiday house in the South of France. Fifteen-year-old Elliot struggles with his dawning sexuality and an increasing alienation from his mother, Beatrice. She in turn is confronted by the realisation that her marriage to his father, Philip, has grown loveless and the life she knows is coming to an end. When an enigmatic local teenager, Clément, quietly enters their lives, both mother and son are compelled to confront their desires and, finally, each other. Drama Romance Family gay",7.5,2016-05-20
113947,The Sessions,"The Sessions Though a childhood bout with polio left him dependent on an iron lung, Mark O'Brien (John Hawkes) maintains a career as a journalist and poet. A writing assignment dealing with sex and the disabled piques Mark's curiosity, and he decides to investigate the possibility of experiencing sex himself. When his overtures toward a caregiver scare her away, he books an appointment with sex surrogate Cheryl Green (Helen Hunt) to lose his virginity. Drama Romance Comedy cat virgin narration wheelchair graduation sexual arousal judaism power outage intimate catholic church sexual awakening male virgin woman crying sponge bath catholic priest jealous husband iron lung sex surrogate polio crying woman polio victim jewish man true life character gurney sexual pleasure pity sex jewish convert handicap sex sexual exploration naked woman thrift store",6.6,2012-05-02
18570,"Food, Inc.","Food, Inc. Documentary filmmaker Robert Kenner examines how mammoth corporations have taken over all aspects of the food chain in the United States, from the farms where our food is grown to the chain restaurants and supermarkets where it's sold. Narrated by author and activist Eric Schlosser, the film features interviews with average Americans about their dietary habits, commentary from food experts like Michael Pollan and unsettling footage shot inside large-scale animal processing plants. Documentary food industry monsanto organic food sustainable griculture corn",7.4,2008-09-07
83860,October Baby,October Baby OCTOBER BABY is the coming of age story of a beautiful and naive college freshman who discovers that her entire life is a lie and sets out on a road trip with a host of misfits to discover herself and the answers she craves. Drama adoption college,6.8,2011-10-30
41469,Next Stop Wonderland,Next Stop Wonderland A lighthearted story about a man and a woman who seem destined to be together... and the hilarious chain of accidents that seem determined to keep them apart! Comedy Drama Romance independent film,6.0,1998-08-21
244772,The Skeleton Twins,"The Skeleton Twins Estranged twins Maggie and Milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. As the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship. Drama new york adultery confession brother sister relationship infidelity bisexuality rejection cowardice reunion death of father mother daughter relationship lesbian in the closet teacher student relationship mother son relationship lgbt gay lead character gay brother estrangement fraternal twins new ager twin synchronization",6.7,2014-01-18
50837,Martha Marcy May Marlene,"Martha Marcy May Marlene After several years of living with a cult, Martha finally escapes and calls her estranged sister, Lucy, for help. Martha finds herself at the quiet Connecticut home Lucy shares with her new husband, Ted, but the memories of what she experienced in the cult make peace hard to find. As flashbacks continue to torment her, Martha fails to shake a terrible sense of dread, especially in regard to the cult's manipulative leader. Drama Thriller sexual abuse cult boundary violations mumblegore",6.7,2011-10-21
248774,Obvious Child,"Obvious Child An immature, newly unemployed comic must navigate the murky waters of adulthood after her fling with a graduate student results in an unplanned pregnancy. Comedy Romance independent film woman director",6.7,2014-06-06
10183,Frozen River,"Frozen River Ray Eddy, an upstate New York trailer mom, is lured into the world of illegal immigrant smuggling. Broke after her husband takes off with the down payment for their new doublewide, Ray reluctantly teams up with Lila, a smuggler, and the two begin making runs across the frozen St. Lawrence River carrying illegal Chinese and Pakistani immigrants in the trunk of Ray's Dodge Spirit. Drama human trafficking woman director",6.7,2008-08-01
159014,20 Feet from Stardom,"20 Feet from Stardom Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music, but we've had no idea who these singers are or what lives they lead, until now. Documentary Music ",7.4,2013-06-14
32456,Two Girls and a Guy,"Two Girls and a Guy Two women confront their boyfriend, a two-timing actor who professed eternal love to each. Drama Romance love revenge loft analingus actor",5.4,1997-09-07
49963,Walking and Talking,"Walking and Talking Things have been tough lately for Amelia. Her best friend moved out of the apartment, her cat got cancer, and now her best friend, Laura, is getting married. She copes with things, from the help of Andrew, Frank, Laura, and a brief romance with Bill ""The Ugly Guy"". Comedy Drama Romance independent film woman director",6.6,1996-07-17
13508,Who Killed the Electric Car?,"Who Killed the Electric Car? In 1996, electric cars began to appear on roads all over California. They were quiet and fast, produced no exhaust, and ran without gasoline... Ten years later, these cars were destroyed. Documentary energy supply automobile industry independent film",7.2,2006-08-04
22597,The Broken Hearts Club: A Romantic Comedy,"The Broken Hearts Club: A Romantic Comedy A group of friends search for fun, love and ultimately themselves in West Hollywood. This movie is an entertaining, and sometimes cynical look into the lives of six gay men trying to come to terms with what being gay and single (or gay and partnered) means to them. Comedy Drama Romance gay roommate male friendship in vitro fertilisation romantic comedy lesbian relationship gay relationship gay interest",6.3,2000-02-01
9707,Bubba Ho-tep,"Bubba Ho-tep Bubba Ho-tep tells the ""true"" story of what really did become of Elvis Presley. We find Elvis as an elderly resident in an East Texas rest home, who switched identities with an Elvis impersonator years before his ""death,"" then missed his chance to switch back. He must team up with JFK and fight an ancient Egyptian mummy for the souls of their fellow residents. Comedy Horror Thriller Mystery Fantasy john f. kennedy elvis presley",6.7,2002-06-09
37532,Slam,"Slam Slam tells the story of Ray Joshua, an original, gifted young MC trapped in a war-zone housing project known as Dodge City. Unable to find a job, Ray copes with the despair and poverty of his neighborhood by using his wits and verbal talent. Written by Offline Publicist Young Ray Joshua lives in the Washington, DC, district known as Dodge City, which is dominated by gang wars. One day he is arrested when his drug dealer is gunned down while talking to him. He is put to prison where two rival gangs, Thug Life and the Union, want to recruit him as a member. Drama independent film",6.7,1998-10-07
26791,Brigham City,"Brigham City Wes Clayton is a lawman and a bishop in a Mormon community called Brigham. The town is shaken when a woman from California is found murdered. Clayton and his young deputy work with an FBI agent sent to investigate. As a civil and spiritual leader in the frightened town, Clayton must uncover the town's deepest secrets, find the murderer and keep Brigham from ripping itself apart. Crime Drama Mystery Thriller ",7.3,2001-03-30
56666,Fiza,Fiza In 1993 Fiza's brother disappears during the riots in Mumbai. In 1999 Fiza is tired of waiting and goes looking for him. Drama Foreign Romance suicide loss of brother laughing jihad love racial tension,6.1,2000-09-08
8675,Orgazmo,"Orgazmo Joe Young is a devout Mormon living in L.A. trying to raise enough money to go back to Utah and marry his girlfriend, Lisa. Joe is spreading the word about the church of Latter Day Saints one day when he's confronted by two burly bodyguards. A scuffle breaks out, and Joe's martial arts skills impress Maxxx Orbison, who directs pornographic movies. Comedy pornography sex secret fight star superhero independent film wedding crime mormon woman director sidekick henchmen",6.2,1997-09-06
